Freq (Hz),Temp (K),bloco,Temp,Freq,Modulo Real (MPa),Modulo Imaginario (Mpa),Fator de Perda (Mpa)
100,253,B4,T2,F10,1085.55444,420.59436,0.38759
100,253,B5,T2,F10,848.81287,343.83685,0.40496
100,253,B6,T2,F10,1314.82874,430.98279,0.32729
100,253,B7,T2,F10,1041.28491,393.83344,0.36693
100,253,B8,T2,F10,1119.92188,358.57172,0.32528
100,253,B9,T2,F10,893.57587,360.6875,0.4039
100,253,B10,T2,F10,991.70215,308.15173,0.30986
100,253,B11,T2,F10,928.32147,330.68576,0.35638
100,253,B12,T2,F10,798.09869,316.47479,0.39649
100,253,B13,T2,F10,1234.90051,473.46005,0.37721
100,253,B14,T2,F10,850.97693,307.40729,0.36221
100,253,B15,T2,F10,847.74005,346.79721,0.40897
100,253,B16,T2,F10,1012.58911,406.03943,0.39999
100,253,B17,T2,F10,794.37567,317.09604,0.39827
100,253,B18,T2,F10,1084.51953,389.84448,0.35938
100,253,B19,T2,F10,877.41138,368.09067,0.4198
100,253,B20,T2,F10,845.00006,253.62146,0.30002
100,253,B21,T2,F10,1043.30371,401.21436,0.38456
100,253,B22,T2,F10,1011.25476,353.09409,0.35135
100,253,B23,T2,F10,1103.96533,356.83209,0.32342
100,253,B24,T2,F10,990.0567,357.24976,0.361
100,253,B25,T2,F10,994.64923,428.70389,0.43115
0.1,263,B1,T3,F1,30.8222,19.36039,0.62813
0.1,263,B2,T3,F1,31.17231,19.73645,0.69569
0.1,263,B3,T3,F1,37.57078,24.4875,0.71652
0.1,263,B4,T3,F1,37.87819,24.23282,0.63975
0.1,263,B5,T3,F1,28.45539,17.63396,0.6197
0.1,263,B6,T3,F1,30.53099,19.4614,0.63744
0.1,263,B7,T3,F1,33.98129,21.90039,0.70892
0.1,263,B8,T3,F1,27.32596,17.60572,0.64428
0.1,263,B9,T3,F1,25.92071,16.32781,0.62992
0.1,263,B10,T3,F1,30.79685,19.99969,0.6494
0.1,263,B11,T3,F1,32.97013,20.5323,0.68225
0.1,263,B12,T3,F1,21.13841,12.39874,0.58655
0.1,263,B13,T3,F1,33.75757,21.29126,0.63069
0.1,263,B14,T3,F1,27.11521,16.89608,0.62312
0.1,263,B15,T3,F1,27.51824,17.00179,0.61783
0.1,263,B16,T3,F1,29.80906,19.02787,0.63832
0.1,263,B17,T3,F1,26.43016,16.487,0.62381
0.1,263,B18,T3,F1,29.2399,18.42884,0.63025
0.1,263,B19,T3,F1,26.63352,16.53056,0.62067
0.1,263,B20,T3,F1,28.17343,17.58696,0.62414
0.1,263,B21,T3,F1,30.72647,18.93884,0.61636
0.1,263,B22,T3,F1,27.04854,17.04049,0.62998
0.1,263,B23,T3,F1,28.29049,17.84977,0.63094
0.1,263,B24,T3,F1,30.52176,19.33227,0.63339
0.1,263,B25,T3,F1,27.28358,17.2304,0.63152
0.2,263,B1,T3,F2,39.3959,25.79538,0.65469
0.2,263,B2,T3,F2,38.62204,25.27838,0.70502
0.2,263,B3,T3,F2,46.69717,31.26832,0.72187
0.2,263,B4,T3,F2,48.48232,32.05762,0.66123
0.2,263,B5,T3,F2,37.00095,23.9195,0.64636
0.2,263,B6,T3,F2,37.7519,25.09731,0.6648
0.2,263,B7,T3,F2,42.01975,27.95788,0.71534
0.2,263,B8,T3,F2,35.46489,23.71982,0.6688
0.2,263,B9,T3,F2,30.59501,19.90916,0.65071
0.2,263,B10,T3,F2,40.21753,26.9845,0.67093
0.2,263,B11,T3,F2,42.77356,28.12357,0.69853
0.2,263,B12,T3,F2,26.56794,16.63124,0.626
0.2,263,B13,T3,F2,43.51184,28.44775,0.6538
0.2,263,B14,T3,F2,34.66278,22.67839,0.65427
0.2,263,B15,T3,F2,34.74477,22.63215,0.6514
0.2,263,B16,T3,F2,35.63059,23.59007,0.66215
0.2,263,B17,T3,F2,33.76432,21.91842,0.64917
0.2,263,B18,T3,F2,36.97184,24.48967,0.6624
0.2,263,B19,T3,F2,33.76835,22.01666,0.65199
0.2,263,B20,T3,F2,38.01841,24.86255,0.65387
0.2,263,B21,T3,F2,39.13475,25.42555,0.6497
0.2,263,B22,T3,F2,34.1938,22.67061,0.66308
0.2,263,B23,T3,F2,35.91075,23.65227,0.65865
0.2,263,B24,T3,F2,39.02118,25.82839,0.66191
0.2,263,B25,T3,F2,35.24527,23.36055,0.6628
0.5,263,B1,T3,F3,53.84506,36.4518,0.67694
0.5,263,B2,T3,F3,52.74848,35.72285,0.71112
0.5,263,B3,T3,F3,65.90917,45.27988,0.72182
0.5,263,B4,T3,F3,68.22868,46.04971,0.67497
0.5,263,B5,T3,F3,50.65266,34.07748,0.67277
0.5,263,B6,T3,F3,52.73646,36.36285,0.68951
0.5,263,B7,T3,F3,58.19132,40.03574,0.72146
0.5,263,B8,T3,F3,49.77282,34.43699,0.6919
0.5,263,B9,T3,F3,43.01586,29.35232,0.68239
0.5,263,B10,T3,F3,55.50129,38.31107,0.69027
0.5,263,B11,T3,F3,56.27764,38.49473,0.7083
0.5,263,B12,T3,F3,37.15889,25.11218,0.67578
0.5,263,B13,T3,F3,60.4149,40.55085,0.6712
0.5,263,B14,T3,F3,48.76633,33.46759,0.68629
0.5,263,B15,T3,F3,48.18781,32.87965,0.68233
0.5,263,B16,T3,F3,51.25676,35.51636,0.69293
0.5,263,B17,T3,F3,47.87275,32.37641,0.6763
0.5,263,B18,T3,F3,52.09942,35.96903,0.69039
0.5,263,B19,T3,F3,47.09811,32.05353,0.68057
0.5,263,B20,T3,F3,55.84388,37.77068,0.6764
0.5,263,B21,T3,F3,55.24257,37.51643,0.67912
0.5,263,B22,T3,F3,48.44357,33.77666,0.69728
0.5,263,B23,T3,F3,50.53684,34.70692,0.68677
0.5,263,B24,T3,F3,53.41706,36.63253,0.6858
0.5,263,B25,T3,F3,49.90742,34.56729,0.69263
1,263,B1,T3,F4,69.83585,47.71464,0.68325
1,263,B2,T3,F4,68.3233,46.65441,0.70872
1,263,B3,T3,F4,85.42966,58.72638,0.71418
1,263,B4,T3,F4,88.71306,59.84216,0.6746
1,263,B5,T3,F4,65.83025,44.74083,0.67964
1,263,B6,T3,F4,70.00789,48.65384,0.69503
1,263,B7,T3,F4,75.19927,52.07202,0.71726
1,263,B8,T3,F4,64.98881,45.25861,0.69644
1,263,B9,T3,F4,56.98783,39.46317,0.69258
1,263,B10,T3,F4,72.37505,50.12632,0.69263
1,263,B11,T3,F4,71.54686,49.50147,0.70822
1,263,B12,T3,F4,47.99591,33.55728,0.69915
1,263,B13,T3,F4,78.60345,52.896,0.67291
1,263,B14,T3,F4,63.82838,44.36889,0.69512
1,263,B15,T3,F4,62.83052,43.52756,0.69277
1,263,B16,T3,F4,68.11889,47.7076,0.70037
1,263,B17,T3,F4,62.63855,42.74169,0.68235
1,263,B18,T3,F4,68.212,47.64472,0.69847
1,263,B19,T3,F4,61.48359,42.41568,0.68986
1,263,B20,T3,F4,73.21837,49.6795,0.67852
1,263,B21,T3,F4,71.97163,49.49006,0.68762
1,263,B22,T3,F4,64.00537,45.37603,0.70896
1,263,B23,T3,F4,66.04253,45.88762,0.69481
1,263,B24,T3,F4,69.73901,48.31866,0.69285
1,263,B25,T3,F4,65.20863,45.72967,0.70128
2,263,B1,T3,F5,91.38361,62.24248,0.68115
2,263,B2,T3,F5,88.69676,60.29338,0.69969
2,263,B3,T3,F5,110.69704,75.25416,0.70114
2,263,B4,T3,F5,115.81602,76.86429,0.66372
2,263,B5,T3,F5,85.91715,58.21184,0.67753
2,263,B6,T3,F5,92.37911,63.88169,0.69163
2,263,B7,T3,F5,97.57863,67.18606,0.7081
2,263,B8,T3,F5,85.05215,58.87532,0.69227
2,263,B9,T3,F5,75.61819,52.34793,0.6924
2,263,B10,T3,F5,94.68653,64.96882,0.68621
2,263,B11,T3,F5,92.37388,63.74189,0.70131
2,263,B12,T3,F5,62.81464,44.5638,0.70942
2,263,B13,T3,F5,102.41019,68.10934,0.66501
2,263,B14,T3,F5,83.79182,58.04141,0.69267
2,263,B15,T3,F5,82.26495,56.9343,0.69207
2,263,B16,T3,F5,89.88714,62.71412,0.6977
2,263,B17,T3,F5,81.79864,55.59333,0.67964
2,263,B18,T3,F5,89.45398,62.33315,0.69681
2,263,B19,T3,F5,80.56174,55.64188,0.69066
2,263,B20,T3,F5,94.85341,63.66039,0.67111
2,263,B21,T3,F5,93.88239,64.34848,0.6854
2,263,B22,T3,F5,84.09037,59.64333,0.70927
2,263,B23,T3,F5,86.48288,59.94756,0.69315
2,263,B24,T3,F5,91.50188,62.9913,0.68841
2,263,B25,T3,F5,84.9923,59.55228,0.70067
5,263,B1,T3,F6,130.62164,86.82682,0.66481
5,263,B2,T3,F6,125.67455,83.28029,0.678
5,263,B3,T3,F6,157.05901,103.04988,0.6727
5,263,B4,T3,F6,164.79825,105.05349,0.63752
5,263,B5,T3,F6,121.83256,80.6324,0.66182
5,263,B6,T3,F6,133.07588,89.62513,0.67366
5,263,B7,T3,F6,139.07843,93.11322,0.68449
5,263,B8,T3,F6,121.88702,82.02311,0.67297
5,263,B9,T3,F6,108.93732,73.98434,0.67927
5,263,B10,T3,F6,135.92412,90.22084,0.66385
5,263,B11,T3,F6,131.47798,88.15528,0.67776
5,263,B12,T3,F6,90.43388,63.8091,0.70555
5,263,B13,T3,F6,145.59285,93.53829,0.64241
5,263,B14,T3,F6,119.49104,80.73238,0.6756
5,263,B15,T3,F6,117.96548,79.69707,0.67557
5,263,B16,T3,F6,129.88275,88.25404,0.67949
5,263,B17,T3,F6,116.33882,76.99438,0.66181
5,263,B18,T3,F6,128.5793,87.33964,0.67925
5,263,B19,T3,F6,114.73784,77.81342,0.67815
5,263,B20,T3,F6,134.09178,86.83559,0.64753
5,263,B21,T3,F6,134.22502,89.84615,0.66934
5,263,B22,T3,F6,121.20062,84.26833,0.69525
5,263,B23,T3,F6,124.26064,84.13093,0.67702
5,263,B24,T3,F6,131.33989,88.01797,0.67014
5,263,B25,T3,F6,121.63097,83.2748,0.68465
10,263,B1,T3,F7,171.02548,110.25663,0.64479
10,263,B2,T3,F7,163.18892,104.46999,0.65202
10,263,B3,T3,F7,203.50296,128.28696,0.64341
10,263,B4,T3,F7,213.34804,130.16245,0.61013
10,263,B5,T3,F7,158.73582,101.89096,0.64186
10,263,B6,T3,F7,175.16449,113.41386,0.64763
10,263,B7,T3,F7,181.57242,117.04382,0.65628
10,263,B8,T3,F7,159.27876,103.62318,0.6506
10,263,B9,T3,F7,143.73503,94.59829,0.65825
10,263,B10,T3,F7,177.87816,113.65737,0.63909
10,263,B11,T3,F7,171.6505,110.55034,0.64774
10,263,B12,T3,F7,118.90151,82.20496,0.69133
10,263,B13,T3,F7,188.8754,116.73438,0.61797
10,263,B14,T3,F7,156.5614,101.93849,0.65106
10,263,B15,T3,F7,154.89349,101.02965,0.65223
10,263,B16,T3,F7,170.94717,112.55715,0.65841
10,263,B17,T3,F7,151.73473,96.89441,0.63856
10,263,B18,T3,F7,168.61574,111.13132,0.65905
10,263,B19,T3,F7,150.35478,99.02203,0.65856
10,263,B20,T3,F7,173.24951,107.71765,0.62169
10,263,B21,T3,F7,175.00117,113.66591,0.64947
10,263,B22,T3,F7,159.28101,107.33379,0.67384
10,263,B23,T3,F7,163.04581,106.9329,0.65581
10,263,B24,T3,F7,172.51332,111.49394,0.64626
10,263,B25,T3,F7,159.05658,105.56776,0.66371
20,263,B1,T3,F8,222.90511,137.034,0.61487
20,263,B2,T3,F8,210.96579,130.32285,0.62653
20,263,B3,T3,F8,261.629,157.06039,0.60976
20,263,B4,T3,F8,274.44229,158.7281,0.5784
20,263,B5,T3,F8,205.90994,126.85087,0.61602
20,263,B6,T3,F8,228.58287,142.46303,0.62341
20,263,B7,T3,F8,235.4789,145.42935,0.62571
20,263,B8,T3,F8,207.5312,128.63005,0.61982
20,263,B9,T3,F8,189.09013,118.32069,0.62591
20,263,B10,T3,F8,230.89417,140.50494,0.60862
20,263,B11,T3,F8,221.26021,137.66568,0.62334
20,263,B12,T3,F8,156.53546,104.64017,0.66844
20,263,B13,T3,F8,242.93335,143.47411,0.59056
20,263,B14,T3,F8,203.39366,126.43906,0.6216
20,263,B15,T3,F8,201.79155,125.43367,0.62155
20,263,B16,T3,F8,224.35086,139.89639,0.62357
20,263,B17,T3,F8,196.94131,120.32883,0.61098
20,263,B18,T3,F8,220.51781,139.01218,0.63036
20,263,B19,T3,F8,196.03705,124.47408,0.6349
20,263,B20,T3,F8,221.82571,131.0556,0.59076
20,263,B21,T3,F8,226.90607,141.05586,0.62162
20,263,B22,T3,F8,208.43797,134.90746,0.64719
20,263,B23,T3,F8,211.96799,132.69809,0.62599
20,263,B24,T3,F8,225.01628,138.38976,0.615
20,263,B25,T3,F8,207.74562,132.11127,0.6359
50,263,B1,T3,F9,311.84366,177.76846,0.57018
50,263,B2,T3,F9,290.59357,165.79761,0.57547
50,263,B3,T3,F9,359.50729,199.92679,0.56194
50,263,B4,T3,F9,375.24915,198.39789,0.52873
50,263,B5,T3,F9,286.69724,162.77554,0.56783
50,263,B6,T3,F9,319.35312,184.13776,0.5767
50,263,B7,T3,F9,325.17001,186.24277,0.57743
50,263,B8,T3,F9,289.13998,166.46455,0.57573
50,263,B9,T3,F9,265.1922,155.61737,0.58686
50,263,B10,T3,F9,320.58829,179.83467,0.56107
50,263,B11,T3,F9,307.04849,175.98523,0.57129
50,263,B12,T3,F9,222.13446,140.37088,0.63191
50,263,B13,T3,F9,335.08865,181.81734,0.54254
50,263,B14,T3,F9,283.86563,163.77426,0.57689
50,263,B15,T3,F9,281.64786,162.54561,0.57708
50,263,B16,T3,F9,314.06906,182.23708,0.58023
50,263,B17,T3,F9,272.63083,153.94792,0.56468
50,263,B18,T3,F9,307.51257,180.66615,0.58746
50,263,B19,T3,F9,274.20859,163.70529,0.59696
50,263,B20,T3,F9,301.76917,164.27693,0.5444
50,263,B21,T3,F9,315.35196,182.62602,0.57909
50,263,B22,T3,F9,294.71613,175.84904,0.59665
50,263,B23,T3,F9,296.57904,174.33928,0.58778
50,263,B24,T3,F9,313.89026,178.76299,0.56949
50,263,B25,T3,F9,291.01834,172.62245,0.59315
100,263,B1,T3,F10,401.09949,221.90424,0.5531
100,263,B2,T3,F10,369.98242,191.31973,0.51874
100,263,B3,T3,F10,452.38071,224.96642,0.49846
100,263,B4,T3,F10,463.58917,233.67276,0.50408
100,263,B5,T3,F10,365.34186,201.64362,0.55195
100,263,B6,T3,F10,411.0112,227.54138,0.55369
100,263,B7,T3,F10,403.81635,222.61478,0.55211
100,263,B8,T3,F10,376.23224,196.41626,0.52207
100,263,B9,T3,F10,342.43466,194.10651,0.56685
100,263,B10,T3,F10,400.87039,221.61794,0.55295
100,263,B11,T3,F10,380.73813,201.93895,0.52528
100,263,B12,T3,F10,281.75018,176.38292,0.62606
100,263,B13,T3,F10,428.02945,213.57281,0.49885
100,263,B14,T3,F10,363.68488,194.99242,0.53615
100,263,B15,T3,F10,363.405,190.84106,0.52516
100,263,B16,T3,F10,390.32892,223.78909,0.5734
100,263,B17,T3,F10,343.92462,188.37846,0.54774
100,263,B18,T3,F10,395.32596,219.23668,0.55473
100,263,B19,T3,F10,349.27414,202.01831,0.57833
100,263,B20,T3,F10,370.66379,197.99597,0.53444
100,263,B21,T3,F10,404.50433,221.43903,0.54742
100,263,B22,T3,F10,375.06299,218.67188,0.58298
100,263,B23,T3,F10,376.15836,210.10356,0.55849
100,263,B24,T3,F10,394.2681,211.46411,0.5363
100,263,B25,T3,F10,363.05688,208.89444,0.57543
0.1,273,B1,T4,F1,11.45011,4.84485,0.42312
0.1,273,B2,T4,F1,11.51672,5.0756,0.44071
0.1,273,B3,T4,F1,11.69761,4.52231,0.3866
0.1,273,B4,T4,F1,12.24636,4.99475,0.40785
0.1,273,B5,T4,F1,11.58654,4.19002,0.36163
0.1,273,B6,T4,F1,10.86864,3.90254,0.35907
0.1,273,B7,T4,F1,10.79875,4.03999,0.37412
0.1,273,B8,T4,F1,9.61601,3.76439,0.39147
0.1,273,B9,T4,F1,9.85321,3.77805,0.38343
0.1,273,B10,T4,F1,10.72408,4.25294,0.39657
0.1,273,B11,T4,F1,11.61174,3.93938,0.33925
0.1,273,B12,T4,F1,9.41411,3.23622,0.34375
0.1,273,B13,T4,F1,12.94315,5.24521,0.40525
0.1,273,B14,T4,F1,11.03439,3.9247,0.35567
0.1,273,B15,T4,F1,11.09288,4.118,0.37123
0.1,273,B16,T4,F1,11.42831,4.41962,0.38672
0.1,273,B17,T4,F1,10.44077,3.76859,0.36095
0.1,273,B18,T4,F1,11.63852,4.32883,0.37194
0.1,273,B19,T4,F1,10.21613,3.7511,0.36717
0.1,273,B20,T4,F1,10.7946,3.94377,0.36534
0.1,273,B21,T4,F1,12.21062,4.34587,0.35591
0.1,273,B22,T4,F1,11.10973,4.13097,0.37183
0.1,273,B23,T4,F1,11.01626,4.18156,0.37958
0.1,273,B24,T4,F1,11.25729,4.29782,0.38178
0.1,273,B25,T4,F1,10.23448,3.87116,0.37825
0.2,273,B1,T4,F2,13.17374,6.23195,0.47318
0.2,273,B2,T4,F2,13.80128,6.9246,0.50139
0.2,273,B3,T4,F2,13.77519,6.26604,0.45513
0.2,273,B4,T4,F2,14.50099,6.88423,0.47449
0.2,273,B5,T4,F2,13.34497,5.62987,0.4217
0.2,273,B6,T4,F2,12.69577,5.40965,0.42597
0.2,273,B7,T4,F2,12.69891,5.60496,0.44128
0.2,273,B8,T4,F2,11.324,5.16103,0.45567
0.2,273,B9,T4,F2,11.22572,4.88774,0.43551
0.2,273,B10,T4,F2,12.6841,5.86625,0.46241
0.2,273,B11,T4,F2,13.42929,5.44699,0.40562
0.2,273,B12,T4,F2,10.94033,4.4601,0.40755
0.2,273,B13,T4,F2,15.49007,7.34084,0.4738
0.2,273,B14,T4,F2,12.90782,5.47943,0.42443
0.2,273,B15,T4,F2,13.06799,5.716,0.43716
0.2,273,B16,T4,F2,13.43588,6.05024,0.45001
0.2,273,B17,T4,F2,12.11222,5.13122,0.42354
0.2,273,B18,T4,F2,13.3499,5.76282,0.43165
0.2,273,B19,T4,F2,11.85799,5.09819,0.42995
0.2,273,B20,T4,F2,12.48684,5.34623,0.42806
0.2,273,B21,T4,F2,14.27968,6.09297,0.42655
0.2,273,B22,T4,F2,12.95974,5.61444,0.43315
0.2,273,B23,T4,F2,12.77492,5.59919,0.43824
0.2,273,B24,T4,F2,13.2695,5.92844,0.4467
0.2,273,B25,T4,F2,12.24565,5.50701,0.4496
0.5,273,B1,T4,F3,16.79322,9.3824,0.55887
0.5,273,B2,T4,F3,17.61311,10.2392,0.58102
0.5,273,B3,T4,F3,17.34725,9.46297,0.5451
0.5,273,B4,T4,F3,18.3832,10.36374,0.56339
0.5,273,B5,T4,F3,16.29662,8.27508,0.50774
0.5,273,B6,T4,F3,15.97723,8.38503,0.52458
0.5,273,B7,T4,F3,15.89878,8.48125,0.53322
0.5,273,B8,T4,F3,14.11718,7.70436,0.54561
0.5,273,B9,T4,F3,14.0241,7.39425,0.52736
0.5,273,B10,T4,F3,15.98797,8.86304,0.55432
0.5,273,B11,T4,F3,16.48802,8.25484,0.50073
0.5,273,B12,T4,F3,13.35976,6.67607,0.49951
0.5,273,B13,T4,F3,19.57125,10.96178,0.55985
0.5,273,B14,T4,F3,15.94393,8.25194,0.51739
0.5,273,B15,T4,F3,16.23159,8.53948,0.52574
0.5,273,B16,T4,F3,16.73314,9.04502,0.54022
0.5,273,B17,T4,F3,15.07974,7.78245,0.51591
0.5,273,B18,T4,F3,16.76052,8.8642,0.52881
0.5,273,B19,T4,F3,14.59572,7.55497,0.5177
0.5,273,B20,T4,F3,15.67816,8.21927,0.52414
0.5,273,B21,T4,F3,17.62897,9.17134,0.51994
0.5,273,B22,T4,F3,15.93732,8.34726,0.5237
0.5,273,B23,T4,F3,16.02308,8.53424,0.53254
0.5,273,B24,T4,F3,16.64433,8.96029,0.53816
0.5,273,B25,T4,F3,15.32918,8.31352,0.54211
1,273,B1,T4,F4,20.83236,12.91814,0.62019
1,273,B2,T4,F4,21.74761,13.82628,0.63557
1,273,B3,T4,F4,21.2648,12.99858,0.61066
1,273,B4,T4,F4,22.6086,14.13109,0.62474
1,273,B5,T4,F4,19.66852,11.28687,0.57384
1,273,B6,T4,F4,19.42719,11.53223,0.59336
1,273,B7,T4,F4,19.3315,11.60111,0.59986
1,273,B8,T4,F4,17.17952,10.48786,0.61041
1,273,B9,T4,F4,17.18727,10.22666,0.59507
1,273,B10,T4,F4,19.50905,12.05591,0.61797
1,273,B11,T4,F4,19.79683,11.3171,0.57176
1,273,B12,T4,F4,15.95914,9.10215,0.57015
1,273,B13,T4,F4,23.96708,14.82753,0.61846
1,273,B14,T4,F4,19.18366,11.22831,0.58513
1,273,B15,T4,F4,19.54794,11.57753,0.59203
1,273,B16,T4,F4,20.27215,12.28378,0.60575
1,273,B17,T4,F4,18.22442,10.63473,0.58336
1,273,B18,T4,F4,20.43618,12.22501,0.59813
1,273,B19,T4,F4,17.69257,10.34451,0.58476
1,273,B20,T4,F4,19.11021,11.34168,0.59338
1,273,B21,T4,F4,21.26663,12.49008,0.58696
1,273,B22,T4,F4,19.25488,11.38611,0.59132
1,273,B23,T4,F4,19.60407,11.7668,0.60013
1,273,B24,T4,F4,20.25627,12.22243,0.60322
1,273,B25,T4,F4,18.5993,11.28735,0.60657
2,273,B1,T4,F5,26.37869,17.75554,0.67315
2,273,B2,T4,F5,27.4733,18.76646,0.68299
2,273,B3,T4,F5,26.68179,17.84409,0.66821
2,273,B4,T4,F5,28.46035,19.31669,0.67855
2,273,B5,T4,F5,24.40312,15.5339,0.63653
2,273,B6,T4,F5,24.1924,15.8584,0.6553
2,273,B7,T4,F5,24.10861,15.9156,0.65996
2,273,B8,T4,F5,21.46318,14.39762,0.67076
2,273,B9,T4,F5,21.53226,14.13882,0.65665
2,273,B10,T4,F5,24.44979,16.52024,0.6757
2,273,B11,T4,F5,24.472,15.63814,0.6391
2,273,B12,T4,F5,19.60464,12.51273,0.63812
2,273,B13,T4,F5,30.09193,20.12888,0.6688
2,273,B14,T4,F5,23.71338,15.39272,0.64898
2,273,B15,T4,F5,24.20326,15.83627,0.65419
2,273,B16,T4,F5,25.23981,16.81866,0.66627
2,273,B17,T4,F5,22.57666,14.56971,0.64521
2,273,B18,T4,F5,25.56288,16.90042,0.66107
2,273,B19,T4,F5,21.95863,14.23858,0.64847
2,273,B20,T4,F5,23.84671,15.62422,0.65511
2,273,B21,T4,F5,26.3791,17.12802,0.64905
2,273,B22,T4,F5,23.9031,15.67388,0.65572
2,273,B23,T4,F5,24.52112,16.21173,0.66106
2,273,B24,T4,F5,25.22915,16.71466,0.6624
2,273,B25,T4,F5,23.13884,15.4427,0.66714
5,273,B1,T4,F6,37.00441,26.82037,0.72479
5,273,B2,T4,F6,38.43649,27.944,0.72701
5,273,B3,T4,F6,37.17703,27.01181,0.72632
5,273,B4,T4,F6,39.78669,29.02286,0.72942
5,273,B5,T4,F6,33.59303,23.57639,0.70181
5,273,B6,T4,F6,33.34186,24.00881,0.71997
5,273,B7,T4,F6,33.28929,24.06439,0.72277
5,273,B8,T4,F6,29.82821,21.85085,0.73254
5,273,B9,T4,F6,29.94319,21.55984,0.72003
5,273,B10,T4,F6,33.93922,24.88687,0.7333
5,273,B11,T4,F6,33.52464,23.79027,0.70968
5,273,B12,T4,F6,26.75058,19.08183,0.71326
5,273,B13,T4,F6,41.8317,29.96048,0.71619
5,273,B14,T4,F6,32.60532,23.34818,0.71602
5,273,B15,T4,F6,33.29009,23.95242,0.71946
5,273,B16,T4,F6,34.95437,25.45288,0.72817
5,273,B17,T4,F6,30.9439,21.98611,0.71044
5,273,B18,T4,F6,35.46072,25.70375,0.72484
5,273,B19,T4,F6,30.28539,21.66099,0.71524
5,273,B20,T4,F6,32.96143,23.65531,0.71764
5,273,B21,T4,F6,36.31998,25.9201,0.71355
5,273,B22,T4,F6,33.02636,23.93196,0.72463
5,273,B23,T4,F6,33.98187,24.57306,0.72309
5,273,B24,T4,F6,34.82787,25.21204,0.72386
5,273,B25,T4,F6,31.99417,23.37256,0.73039
10,273,B1,T4,F7,48.70757,36.27236,0.7447
10,273,B2,T4,F7,50.48725,37.48195,0.74244
10,273,B3,T4,F7,48.76578,36.59805,0.75052
10,273,B4,T4,F7,52.25529,39.12418,0.74874
10,273,B5,T4,F7,43.71956,32.02117,0.73242
10,273,B6,T4,F7,43.42539,32.61138,0.75096
10,273,B7,T4,F7,43.4598,32.67003,0.75173
10,273,B8,T4,F7,39.12473,29.73256,0.75995
10,273,B9,T4,F7,39.18003,29.34002,0.74886
10,273,B10,T4,F7,44.44458,33.70095,0.75829
10,273,B11,T4,F7,43.64843,32.45826,0.74364
10,273,B12,T4,F7,34.62958,26.06391,0.75263
10,273,B13,T4,F7,54.72029,40.08279,0.73249
10,273,B14,T4,F7,42.33376,31.67785,0.74828
10,273,B15,T4,F7,43.32333,32.44732,0.74895
10,273,B16,T4,F7,45.78617,34.61607,0.75605
10,273,B17,T4,F7,40.23842,29.79375,0.74044
10,273,B18,T4,F7,46.39527,34.94845,0.75329
10,273,B19,T4,F7,39.38718,29.49397,0.74881
10,273,B20,T4,F7,43.00369,32.04498,0.74519
10,273,B21,T4,F7,47.30283,35.15877,0.74328
10,273,B22,T4,F7,43.06358,32.64423,0.75805
10,273,B23,T4,F7,44.43387,33.39053,0.75148
10,273,B24,T4,F7,45.46965,34.20596,0.75229
10,273,B25,T4,F7,41.58563,31.58756,0.75953
20,273,B1,T4,F8,64.55189,48.7653,0.75544
20,273,B2,T4,F8,66.87508,49.86303,0.74567
20,273,B3,T4,F8,64.53178,49.19927,0.76271
20,273,B4,T4,F8,69.14336,52.28374,0.75624
20,273,B5,T4,F8,57.55881,43.28228,0.75197
20,273,B6,T4,F8,57.25217,44.05818,0.76963
20,273,B7,T4,F8,57.28632,43.98878,0.76795
20,273,B8,T4,F8,51.80536,40.19846,0.77597
20,273,B9,T4,F8,51.90219,39.76302,0.76615
20,273,B10,T4,F8,58.82194,45.38514,0.77156
20,273,B11,T4,F8,57.46194,43.95704,0.76495
20,273,B12,T4,F8,45.41951,35.44497,0.7804
20,273,B13,T4,F8,71.98882,53.20968,0.73917
20,273,B14,T4,F8,55.77311,42.75517,0.76662
20,273,B15,T4,F8,57.14198,43.74317,0.76554
20,273,B16,T4,F8,60.67282,46.80354,0.77141
20,273,B17,T4,F8,52.8752,40.14254,0.75924
20,273,B18,T4,F8,61.37777,47.28115,0.77037
20,273,B19,T4,F8,51.93769,39.9218,0.76865
20,273,B20,T4,F8,56.79194,43.11311,0.7592
20,273,B21,T4,F8,62.3119,47.42389,0.76114
20,273,B22,T4,F8,57.0238,44.3261,0.77734
20,273,B23,T4,F8,58.71452,45.03734,0.7671
20,273,B24,T4,F8,59.99654,45.91608,0.76534
20,273,B25,T4,F8,54.77698,42.61399,0.77805
50,273,B1,T4,F9,94.44458,70.57906,0.74734
50,273,B2,T4,F9,97.61508,71.49943,0.73254
50,273,B3,T4,F9,94.3689,71.3026,0.75613
50,273,B4,T4,F9,100.93301,75.12177,0.74436
50,273,B5,T4,F9,83.41081,63.13002,0.75687
50,273,B6,T4,F9,83.0133,64.22009,0.77378
50,273,B7,T4,F9,83.6277,64.23068,0.76818
50,273,B8,T4,F9,76.08938,58.76268,0.77234
50,273,B9,T4,F9,76.13002,58.13468,0.76367
50,273,B10,T4,F9,86.23146,66.04288,0.76586
50,273,B11,T4,F9,82.95995,64.10071,0.77264
50,273,B12,T4,F9,66.27419,52.44155,0.79131
50,273,B13,T4,F9,104.13608,75.91099,0.72894
50,273,B14,T4,F9,81.05177,62.5604,0.7719
50,273,B15,T4,F9,83.34879,63.79719,0.76545
