Freq (Hz),Temp (K),bloco,Temp,Freq,Modulo Real (MPa),Modulo Imaginario (Mpa),Fator de Perda (Mpa)
0.2,323,B6,T7,F2,4.57427,0.215,0.047
0.2,323,B7,T7,F2,4.46055,0.23099,0.05179
0.2,323,B8,T7,F2,3.97833,0.21582,0.05425
0.2,323,B9,T7,F2,3.97046,0.21087,0.05311
0.2,323,B10,T7,F2,4.36891,0.23248,0.05321
0.2,323,B11,T7,F2,5.76403,0.24972,0.04331
0.2,323,B12,T7,F2,4.436,0.20766,0.04681
0.2,323,B13,T7,F2,5.20038,0.2226,0.04281
0.2,323,B14,T7,F2,4.79551,0.20036,0.04178
0.2,323,B15,T7,F2,4.87107,0.22303,0.04578
0.2,323,B16,T7,F2,4.85471,0.22062,0.04545
0.2,323,B17,T7,F2,4.42433,0.20957,0.04737
0.2,323,B18,T7,F2,4.66725,0.21575,0.04625
0.2,323,B19,T7,F2,4.72981,0.23069,0.04876
0.2,323,B20,T7,F2,5.00344,0.2208,0.04412
0.2,323,B21,T7,F2,5.61136,0.25337,0.04515
0.2,323,B22,T7,F2,4.55196,0.20761,0.04563
0.2,323,B23,T7,F2,4.9516,0.24099,0.04867
0.2,323,B24,T7,F2,4.23345,0.20506,0.04847
0.2,323,B25,T7,F2,4.07119,0.21201,0.05207
0.5,323,B1,T7,F3,4.45015,0.26055,0.05855
0.5,323,B2,T7,F3,4.24504,0.25036,0.05897
0.5,323,B3,T7,F3,4.98822,0.27347,0.05482
0.5,323,B4,T7,F3,4.58443,0.2624,0.05724
0.5,323,B5,T7,F3,5.76261,0.30555,0.05302
0.5,323,B6,T7,F3,4.69965,0.2459,0.05232
0.5,323,B7,T7,F3,4.60457,0.2606,0.0566
0.5,323,B8,T7,F3,4.10929,0.23927,0.05822
0.5,323,B9,T7,F3,4.08289,0.2366,0.05794
0.5,323,B10,T7,F3,4.48558,0.26178,0.05836
0.5,323,B11,T7,F3,5.90027,0.282,0.04779
0.5,323,B12,T7,F3,4.49463,0.2407,0.05355
0.5,323,B13,T7,F3,5.32838,0.2609,0.04895
0.5,323,B14,T7,F3,4.94371,0.2285,0.04622
0.5,323,B15,T7,F3,4.95163,0.25361,0.05122
0.5,323,B16,T7,F3,4.98896,0.24638,0.04939
0.5,323,B17,T7,F3,4.57714,0.23126,0.05053
0.5,323,B18,T7,F3,4.78692,0.24902,0.05203
0.5,323,B19,T7,F3,4.87519,0.25399,0.05211
0.5,323,B20,T7,F3,5.14443,0.25108,0.04879
0.5,323,B21,T7,F3,5.75698,0.27936,0.04852
0.5,323,B22,T7,F3,4.6973,0.23403,0.04983
0.5,323,B23,T7,F3,5.08263,0.27517,0.05414
0.5,323,B24,T7,F3,4.3713,0.24067,0.05503
0.5,323,B25,T7,F3,4.20012,0.23355,0.05562
1,323,B1,T7,F4,4.57517,0.27122,0.05928
1,323,B2,T7,F4,4.35963,0.26119,0.05991
1,323,B3,T7,F4,5.11958,0.28556,0.05577
1,323,B4,T7,F4,4.70558,0.27434,0.0583
1,323,B5,T7,F4,5.8973,0.32685,0.05542
1,323,B6,T7,F4,4.8157,0.25975,0.05394
1,323,B7,T7,F4,4.7132,0.25958,0.05507
1,323,B8,T7,F4,4.22183,0.2497,0.05914
1,323,B9,T7,F4,4.18968,0.24081,0.05747
1,323,B10,T7,F4,4.61111,0.27044,0.05865
1,323,B11,T7,F4,6.02391,0.30028,0.04984
1,323,B12,T7,F4,4.58918,0.25658,0.05593
1,323,B13,T7,F4,5.45544,0.27684,0.05073
1,323,B14,T7,F4,5.05442,0.23126,0.04576
1,323,B15,T7,F4,5.0639,0.26582,0.05249
1,323,B16,T7,F4,5.10359,0.25211,0.0494
1,323,B17,T7,F4,4.6922,0.24093,0.05135
1,323,B18,T7,F4,4.89746,0.2557,0.05222
1,323,B19,T7,F4,5.0018,0.26322,0.05262
1,323,B20,T7,F4,5.27347,0.26529,0.05029
1,323,B21,T7,F4,5.89202,0.2907,0.04933
1,323,B22,T7,F4,4.8165,0.2412,0.05009
1,323,B23,T7,F4,5.20798,0.29172,0.05601
1,323,B24,T7,F4,4.51141,0.24995,0.05538
1,323,B25,T7,F4,4.31084,0.23551,0.05465
2,323,B1,T7,F5,4.70096,0.31095,0.06614
2,323,B2,T7,F5,4.47742,0.29218,0.06525
2,323,B3,T7,F5,5.24049,0.32232,0.0615
2,323,B4,T7,F5,4.82757,0.30303,0.06277
2,323,B5,T7,F5,6.03396,0.37377,0.06194
2,323,B6,T7,F5,4.92595,0.29153,0.05918
2,323,B7,T7,F5,4.83776,0.3016,0.06235
2,323,B8,T7,F5,4.3333,0.27988,0.06459
2,323,B9,T7,F5,4.30014,0.26906,0.06257
2,323,B10,T7,F5,4.73217,0.30267,0.06396
2,323,B11,T7,F5,6.14772,0.33719,0.05485
2,323,B12,T7,F5,4.71488,0.28551,0.06056
2,323,B13,T7,F5,5.58474,0.31301,0.05603
2,323,B14,T7,F5,5.16435,0.25928,0.05021
2,323,B15,T7,F5,5.2041,0.29886,0.05743
2,323,B16,T7,F5,5.21823,0.27916,0.0535
2,323,B17,T7,F5,4.81579,0.26856,0.05577
2,323,B18,T7,F5,5.0298,0.28171,0.05602
2,323,B19,T7,F5,5.11408,0.29134,0.05696
2,323,B20,T7,F5,5.39666,0.30321,0.05617
2,323,B21,T7,F5,6.02166,0.32461,0.0539
2,323,B22,T7,F5,4.86385,0.2667,0.05485
2,323,B23,T7,F5,5.3418,0.33173,0.0621
2,323,B24,T7,F5,4.62159,0.27689,0.05989
2,323,B25,T7,F5,4.42189,0.25921,0.05863
5,323,B1,T7,F6,4.893,0.36483,0.07456
5,323,B2,T7,F6,4.65632,0.33656,0.07227
5,323,B3,T7,F6,5.44718,0.37788,0.06937
5,323,B4,T7,F6,5.01674,0.34553,0.06886
5,323,B5,T7,F6,6.24566,0.44751,0.07165
5,323,B6,T7,F6,5.10602,0.33917,0.06643
5,323,B7,T7,F6,5.01964,0.34222,0.06817
5,323,B8,T7,F6,4.5065,0.31927,0.07084
5,323,B9,T7,F6,4.46644,0.30415,0.0681
5,323,B10,T7,F6,4.91735,0.34503,0.07017
5,323,B11,T7,F6,6.3388,0.39995,0.06309
5,323,B12,T7,F6,4.93282,0.32725,0.06634
5,323,B13,T7,F6,5.77225,0.36431,0.0631
5,323,B14,T7,F6,5.33496,0.29515,0.05533
5,323,B15,T7,F6,5.39261,0.34743,0.06442
5,323,B16,T7,F6,5.3909,0.31559,0.05854
5,323,B17,T7,F6,4.9987,0.30407,0.06083
5,323,B18,T7,F6,5.22234,0.31742,0.0608
5,323,B19,T7,F6,5.28517,0.32923,0.06228
5,323,B20,T7,F6,5.58262,0.34894,0.06248
5,323,B21,T7,F6,6.2088,0.37124,0.05977
5,323,B22,T7,F6,5.03419,0.29581,0.05878
5,323,B23,T7,F6,5.54399,0.39341,0.07096
5,323,B24,T7,F6,4.78849,0.31684,0.06615
5,323,B25,T7,F6,4.58268,0.28526,0.06227
10,323,B1,T7,F7,5.05287,0.48578,0.09613
10,323,B2,T7,F7,4.79576,0.44109,0.09197
10,323,B3,T7,F7,5.59717,0.49402,0.08825
10,323,B4,T7,F7,5.15727,0.45733,0.08867
10,323,B5,T7,F7,6.40503,0.57944,0.09046
10,323,B6,T7,F7,5.23392,0.44675,0.08536
10,323,B7,T7,F7,5.16384,0.44853,0.08686
10,323,B8,T7,F7,4.63682,0.424,0.09144
10,323,B9,T7,F7,4.59456,0.40235,0.08757
10,323,B10,T7,F7,5.05835,0.45132,0.08923
10,323,B11,T7,F7,6.47128,0.51169,0.07907
10,323,B12,T7,F7,5.07388,0.43095,0.08492
10,323,B13,T7,F7,5.904,0.47674,0.08074
10,323,B14,T7,F7,5.45816,0.39347,0.0721
10,323,B15,T7,F7,5.53145,0.4604,0.08323
10,323,B16,T7,F7,5.51012,0.4078,0.07402
10,323,B17,T7,F7,5.12647,0.3996,0.07793
10,323,B18,T7,F7,5.34159,0.41722,0.07813
10,323,B19,T7,F7,5.4161,0.43074,0.07951
10,323,B20,T7,F7,5.7215,0.45538,0.07955
10,323,B21,T7,F7,6.34051,0.48312,0.07617
10,323,B22,T7,F7,5.16122,0.39106,0.07579
10,323,B23,T7,F7,5.69515,0.51566,0.09054
10,323,B24,T7,F7,4.91892,0.41707,0.08475
10,323,B25,T7,F7,4.70163,0.37506,0.0798
20,323,B1,T7,F8,5.24687,0.55714,0.10618
20,323,B2,T7,F8,4.97435,0.49509,0.09953
20,323,B3,T7,F8,5.77368,0.57278,0.09919
20,323,B4,T7,F8,5.34207,0.51091,0.09562
20,323,B5,T7,F8,6.54012,0.68032,0.10401
20,323,B6,T7,F8,5.36675,0.51049,0.09512
20,323,B7,T7,F8,5.3293,0.5101,0.09571
20,323,B8,T7,F8,4.80248,0.47236,0.09835
20,323,B9,T7,F8,4.76153,0.4405,0.09251
20,323,B10,T7,F8,5.24378,0.50034,0.09542
20,323,B11,T7,F8,6.55095,0.59435,0.09072
20,323,B12,T7,F8,5.2586,0.4804,0.09134
20,323,B13,T7,F8,6.02541,0.55996,0.09289
20,323,B14,T7,F8,5.55504,0.43995,0.0792
20,323,B15,T7,F8,5.67262,0.51923,0.09153
20,323,B16,T7,F8,5.6255,0.45136,0.08024
20,323,B17,T7,F8,5.26586,0.44686,0.08484
20,323,B18,T7,F8,5.48023,0.45829,0.08366
20,323,B19,T7,F8,5.56317,0.49017,0.0881
20,323,B20,T7,F8,5.88904,0.51183,0.08686
20,323,B21,T7,F8,6.45175,0.55061,0.08531
20,323,B22,T7,F8,5.29875,0.42437,0.08011
20,323,B23,T7,F8,5.86797,0.60448,0.10301
20,323,B24,T7,F8,5.07352,0.45905,0.0904
20,323,B25,T7,F8,4.84649,0.40566,0.08372
50,323,B1,T7,F9,5.63745,0.87528,0.15525
50,323,B2,T7,F9,5.35797,0.77654,0.14491
50,323,B3,T7,F9,6.02399,0.90698,0.15054
50,323,B4,T7,F9,5.66811,0.81732,0.14418
50,323,B5,T7,F9,6.41097,1.06879,0.1667
50,323,B6,T7,F9,5.3955,0.81293,0.15066
50,323,B7,T7,F9,5.57586,0.79952,0.14337
50,323,B8,T7,F9,5.09102,0.7479,0.14689
50,323,B9,T7,F9,5.09051,0.70184,0.13787
50,323,B10,T7,F9,5.58302,0.78545,0.14069
50,323,B11,T7,F9,6.16485,0.9643,0.15641
50,323,B12,T7,F9,5.54039,0.75676,0.13658
50,323,B13,T7,F9,5.94301,0.91603,0.1541
50,323,B14,T7,F9,5.50077,0.74828,0.136
50,323,B15,T7,F9,5.75031,0.83804,0.14573
50,323,B16,T7,F9,5.62319,0.72201,0.1284
50,323,B17,T7,F9,5.43306,0.71547,0.13166
50,323,B18,T7,F9,5.60432,0.73272,0.13077
50,323,B19,T7,F9,5.68519,0.75723,0.13316
50,323,B20,T7,F9,6.10181,0.81883,0.13412
50,323,B21,T7,F9,6.2757,0.87025,0.13862
50,323,B22,T7,F9,5.41023,0.68874,0.12732
50,323,B23,T7,F9,6.02138,0.94697,0.15726
50,323,B24,T7,F9,5.38462,0.7384,0.13705
50,323,B25,T7,F9,5.08272,0.63783,0.12552
100,323,B1,T7,F10,6.17881,1.45247,0.23508
100,323,B2,T7,F10,6.03025,1.34437,0.22295
100,323,B3,T7,F10,6.06446,1.53698,0.25351
100,323,B4,T7,F10,6.03722,1.43304,0.23729
100,323,B5,T7,F10,4.94175,1.75562,0.35525
100,323,B6,T7,F10,4.74882,1.48509,0.31271
100,323,B7,T7,F10,5.72963,1.39809,0.24403
100,323,B8,T7,F10,5.38599,1.24896,0.23191
100,323,B9,T7,F10,5.66448,1.218,0.21503
100,323,B10,T7,F10,6.02852,1.3009,0.2158
100,323,B11,T7,F10,3.98378,1.62175,0.40709
100,323,B12,T7,F10,5.92389,1.31106,0.22141
100,323,B13,T7,F10,4.79772,1.55909,0.32491
100,323,B14,T7,F10,4.5847,1.31336,0.28641
100,323,B15,T7,F10,5.24807,1.40686,0.26805
100,323,B16,T7,F10,5.02873,1.25477,0.24953
100,323,B17,T7,F10,5.36387,1.30146,0.24264
100,323,B18,T7,F10,5.39565,1.27653,0.23651
100,323,B19,T7,F10,5.41018,1.32143,0.24417
100,323,B20,T7,F10,6.10086,1.43211,0.23464
100,323,B21,T7,F10,4.90517,1.44949,0.29542
100,323,B22,T7,F10,5.24195,1.17463,0.2241
100,323,B23,T7,F10,5.73829,1.60089,0.27898
100,323,B24,T7,F10,5.83547,1.40925,0.24149
100,323,B25,T7,F10,5.45149,1.18785,0.21793
